date,value
2019-09-27,25.03
2019-10-04,25.03
2019-10-11,25.03
2019-10-18,25.05
2019-10-25,24.98
2019-11-01,25.03
2019-11-08,25.02
2019-11-15,24.99
2019-11-22,25.01
2019-11-29,25.06
2019-12-06,25.07
2019-12-13,25.1
2019-12-20,25.1
2019-12-27,25.09
2020-01-03,25.17
